planet_id,target_id,kepler_object_Name,planet_name,planet_status,preliminary_status,confidence_score,flag_not_transit_like,flag_stellar_Eclipse,flag_centroid_offset,flag_Ephemeris_match,orbital_period_days,orbital_period_upper_err1,orbital_period_lower_err2,tansit_Epoch_time,transit_time_upper_err1,transit_time_lower_err2,impact_parameter,impact_upper_err1,impact_lower_err2,transit_duration_hours,transit_duration_upper_err1,transit_duration_lower_err2,transit_depth_ppm,transit_depth_upper_err1,transit_depth_lower_err2,planet_size_earths,planet_size_earths_err1,planet_size_earths_err2,planet_temperature_k_elvin,planet_temperature_k_elvin_err1,planet_temperature_k_elvin_err2,insolation_flux_earths,insolation_upper_err1,insolation_lower_err2,signal _to_noise_ratio,TEC_planet_number,tce_delivery_name,star_temperature_kelvi n,star_temperature_kelvi n_err1,star_temperature_kelvi n_err2,star_gravity_logg,star_gravity_upper_err1,star_gravity_lower_err2,star_size_suns,star_size_upper_err1,star_size_lower_err2,sky_right_ascension,sky_declination,kepler_magnitude_brightness
6390,8570210,K05545.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.12E-02,-2.12E-02,372.4781,2.77E-02,-2.77E-02,0.2387,0.2201,-0.2387,12.47,1.1,-1.1,1.82E+02,2.19E+01,-2.19E+01,1.08,4.80E-01,-7.00E-02,206,,,0.43,0.56,-0.1,8.8,1,q1_q16_tce,5829,156,-144,4.575,0.03,-0.3,0.802,0.354,-0.058,295.59698,44.613892,13.607
6392,8574794,K05547.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.46E-02,-4.46E-02,251.0392,6.03E-02,-6.03E-02,0.5041,0.004,-0.4699,10.06,1.4,-1.4,5.31E+02,9.35E+01,-9.35E+01,2.22,8.50E-01,-1.70E-01,210,,,0.46,0.53,-0.12,8.5,1,q1_q16_tce,5751,154,-192,4.514,0.03,-0.287,0.943,0.365,-0.071,296.9707,44.61042,14.851
6400,9451521,K05674.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,3.35E-03,-3.35E-03,341.06653,9.22E-03,-9.22E-03,0.5303,0.0338,-0.4571,2.819,0.332,-0.332,4.79E+02,8.45E+01,-8.45E+01,1.96,5.80E-01,-1.60E-01,274,,,1.34,1.17,-0.32,6.1,1,q1_q16_tce,5695,150,-155,4.545,0.027,-0.225,0.872,0.262,-0.068,285.07355,46.033482,14.821
6403,10470779,K05796.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,5.90E-03,-5.90E-03,241.49594,4.20E-03,-4.20E-03,0.031,0.433,-0.031,8.65,3.2,-3.2,5.49E+02,4.90E+01,-4.90E+01,2.41,3.40E-01,-2.80E-01,230,,,0.67,0.25,-0.18,10.9,1,q1_q17_dr25_tce,5613,76,-76,4.378,0.11,-0.11,1.044,0.149,-0.122,292.03522,47.684391,14.712
6405,10487228,K05798.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.13E-02,-1.13E-02,276.1817,2.12E-02,-2.12E-02,0.0281,0.5168,-0.028,4.39,1,-1,7.56E+02,2.20E+02,-2.20E+02,2.03,3.20E-01,-1.50E-01,212,,,0.48,0.25,-0.11,6,1,q1_q16_tce,5108,163,-140,4.596,0.028,-0.102,0.759,0.12,-0.057,297.69525,47.605862,15.714
6408,10535708,K05801.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.61E-02,-1.61E-02,169.0841,4.52E-02,-4.52E-02,0.0539,0.4063,-0.0539,21.14,1.6,-1.6,4.60E+02,4.85E+01,-4.85E+01,1.96,8.10E-01,-1.70E-01,314,,,2.29,2.83,-0.6,12.4,1,q1_q16_tce,5849,159,-185,4.517,0.034,-0.3,0.919,0.382,-0.077,292.11447,47.729462,15.609
6420,8644545,K05552.01,,CANDIDATE,CANDIDATE,0.907,0,0,0,0,koi_period,1.98E-03,-1.98E-03,138.92548,4.74E-03,-4.74E-03,0.024,0.433,-0.024,4.244,0.19,-0.19,4.64E+02,3.05E+01,-3.05E+01,2.1,2.70E-01,-2.60E-01,265,,,1.17,0.44,-0.34,17.5,1,q1_q17_dr25_tce,5505,109,-98,4.386,0.126,-0.094,0.992,0.125,-0.125,298.13864,44.744061,13.344
6423,8656535,K05556.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,6.48E-03,-6.48E-03,147.27452,7.67E-03,-7.67E-03,0.2397,0.2152,-0.2397,2.99,0.301,-0.301,3.46E+02,5.23E+01,-5.23E+01,1.86,6.90E-01,-2.60E-01,210,,,0.46,0.52,-0.16,7.2,1,q1_q16_tce,5594,185,-161,4.387,0.119,-0.246,1.006,0.377,-0.14,301.50656,44.711842,13.415
6426,9463329,K05679.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.37E-02,-2.37E-02,261.7343,2.71E-02,-2.71E-02,0.1794,0.2529,-0.1791,14.93,1.1,-1.1,1.68E+02,1.85E+01,-1.85E+01,1.24,5.30E-01,-1.10E-01,221,,,0.56,0.68,-0.15,11,1,q1_q16_tce,6120,146,-176,4.489,0.045,-0.302,0.955,0.402,-0.086,291.21664,46.02248,13.027
6434,10552263,K05806.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,9.63E-03,-9.63E-03,166.4928,1.79E-02,-1.79E-02,0.1103,0.3213,-0.1103,4.187,0.426,-0.426,1.68E+02,2.25E+01,-2.25E+01,1.26,4.90E-01,-1.40E-01,272,,,1.28,1.45,-0.36,8.7,1,q1_q16_tce,5914,147,-162,4.453,0.063,-0.274,0.973,0.378,-0.103,297.87003,47.771091,12.355
6438,10581308,K05810.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,8.38E-03,-8.38E-03,225.3273,1.64E-02,-1.64E-02,0.4892,0.0172,-0.4892,3.815,0.658,-0.658,2.38E+02,4.75E+01,-4.75E+01,2.25,1.20E+00,-7.50E-01,278,,,1.41,2.31,-0.84,6.5,1,q1_q16_tce,5458,167,-135,4.09,0.339,-0.283,1.441,0.764,-0.481,282.68713,47.816978,13.766
6448,8677186,K05559.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.42E-02,-1.42E-02,227.5013,1.95E-02,-1.95E-02,0.0345,0.425,-0.0345,7.299,0.65,-0.65,2.00E+02,2.95E+01,-2.95E+01,1.18,8.50E-01,-1.30E-01,189,,,0.3,0.73,-0.08,8.4,1,q1_q16_tce,5228,175,-136,4.471,0.093,-0.497,0.854,0.616,-0.094,286.38165,44.879082,13.416
6451,8715564,K05562.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,3.16E-02,-3.16E-02,358.2924,4.78E-02,-4.78E-02,0.8575,0.0075,-0.6073,11.46,2.2,-2.2,7.92E+01,1.32E+01,-1.32E+01,0.73,1.99E+00,-7.00E-02,197,,,0.36,5.11,-0.1,8.6,1,q1_q16_tce,5260,151,-128,4.56,0.071,-1.007,0.717,1.935,-0.071,299.99295,44.88612,11.504
6454,8737343,K05565.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.97E-02,-1.97E-02,404.6352,2.38E-02,-2.38E-02,0.4038,0.0515,-0.4037,5.32,1.7,-1.7,1.37E+02,2.79E+01,-2.79E+01,1.85,9.00E-01,-5.30E-01,315,,,2.31,3.32,-1.27,10.7,1,q1_q16_tce,6031,150,-175,4.103,0.25,-0.243,1.566,0.759,-0.454,284.03015,44.908718,12.011
6456,9517242,K05687.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.39E-02,-4.39E-02,359.6183,6.12E-02,-6.12E-02,0.5818,0.0098,-0.4792,14.13,1.6,-1.6,2.24E+02,3.67E+01,-3.67E+01,1.3,5.20E-01,-1.00E-01,208,,,0.45,0.53,-0.11,7.9,1,q1_q16_tce,5709,157,-144,4.557,0.029,-0.281,0.837,0.34,-0.063,287.38818,46.139381,14.334
6463,10802364,K05829.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.40E-02,-1.40E-02,362.1416,2.09E-02,-2.09E-02,0.5925,0.3162,-0.3295,5.09,1.2,-1.2,4.91E+02,1.71E+02,-1.71E+02,1.97,7.10E-01,-1.20E-01,196,,,0.35,0.37,-0.07,5.4,1,q1_q16_tce,5591,153,-148,4.559,0.021,-0.266,0.86,0.309,-0.055,293.91037,48.192081,14.857
6467,10858504,K05835.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,4.68E-02,-4.68E-02,281.948,7.46E-02,-7.46E-02,0.5688,0.1308,-0.4611,4.58,1.3,-1.3,5.95E+02,2.20E+02,-2.20E+02,2.44,1.02E+00,-2.30E-01,249,,,0.91,1.12,-0.26,6.4,1,q1_q16_tce,6287,168,-209,4.473,0.052,-0.298,0.962,0.402,-0.092,290.57974,48.214218,15.087
6471,7900695,K05442.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.27E-02,-1.27E-02,403.34,1.76E-02,-1.76E-02,0.5008,0.1436,-0.3734,9.557,0.541,-0.541,3.15E+02,3.26E+01,-3.26E+01,1.47,5.00E-01,-1.20E-01,198,,,0.36,0.38,-0.08,10.9,1,q1_q16_tce,5492,161,-134,4.576,0.027,-0.229,0.812,0.28,-0.063,295.03766,43.62122,13.8
6472,7900727,K05443.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.47E-02,-1.47E-02,227.3466,1.41E-02,-1.41E-02,0.282,0.1962,-0.2819,3.567,0.717,-0.717,6.89E+02,1.53E+02,-1.53E+02,2.4,7.20E-01,-2.00E-01,253,,,0.97,0.84,-0.26,5.8,1,q1_q16_tce,5911,155,-182,4.519,0.034,-0.229,0.914,0.275,-0.077,295.04797,43.650429,15.306
6478,8747910,K05570.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.90E-02,-2.90E-02,365.2946,5.39E-02,-5.39E-02,0.5663,0.2172,-0.4553,4.37,1.1,-1.1,7.25E+02,2.43E+02,-2.43E+02,2.28,9.70E-01,-1.90E-01,196,,,0.35,0.45,-0.08,7.4,1,q1_q16_tce,5596,158,-143,4.553,0.034,-0.276,0.821,0.348,-0.067,289.62814,44.942421,14.789
6482,9579072,K05693.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,6.80E-03,-6.80E-03,274.9048,1.18E-02,-1.18E-02,0.284,0.2242,-0.2837,2.024,0.672,-0.672,6.31E+02,1.12E+02,-1.12E+02,2.42,1.01E+00,-2.20E-01,217,,,0.53,0.63,-0.14,7.5,1,q1_q16_tce,6029,148,-181,4.494,0.043,-0.299,0.956,0.397,-0.086,287.56281,46.258438,14.453
6497,10663976,K05819.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.64E-02,-3.64E-02,490.55,5.96E-02,-5.96E-02,0.3515,0.0961,-0.3514,16.57,3.8,-3.8,2.87E+02,4.66E+01,-4.66E+01,1.24,4.10E-01,-8.00E-02,212,,,0.48,0.5,-0.1,11.8,1,q1_q16_tce,5513,183,-139,4.614,0.029,-0.194,0.729,0.243,-0.049,291.21762,47.95216,14.182
6515,9662475,K05703.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,1,0,koi_period,2.06E-03,-2.06E-03,277.35008,6.94E-03,-6.94E-03,0.4257,0.0352,-0.4257,3.271,0.199,-0.199,5.13E+02,4.33E+01,-4.33E+01,2.47,0.00E+00,0.00E+00,290,,,1.67,0,0,12.4,1,q1_q16_tce,5780,,,4.438,,,1,,,296.85858,46.30019,13.359
6516,9674789,K05704.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.07E-03,-2.07E-03,134.6749,1.43E-02,-1.43E-02,0.1194,0.364,-0.1194,2.775,0.534,-0.534,2.71E+02,4.76E+01,-4.76E+01,1.15,2.20E-01,-9.00E-02,313,,,2.26,1.46,-0.57,7.2,1,q1_q16_tce,5147,201,-163,4.617,0.031,-0.106,0.716,0.135,-0.055,300.47403,46.332039,13.419
6528,7979297,K05455.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.10E-02,-2.10E-02,324.4378,3.58E-02,-3.58E-02,0.5155,0.0827,-0.402,14.43,1.4,-1.4,5.29E+02,5.73E+01,-5.73E+01,2.09,7.40E-01,-1.70E-01,267,,,1.2,1.26,-0.3,11.4,1,q1_q16_tce,5955,158,-174,4.534,0.032,-0.264,0.883,0.315,-0.072,297.75494,43.789261,15.003
6534,8025718,K05462.01,,FALSE POSITIVE,FALSE POSITIVE,,0,0,0,1,koi_period,1.69E-02,-1.69E-02,260.7045,2.70E-02,-2.70E-02,0.0845,0.3853,-0.0845,19.929,0.963,-0.963,3.18E+02,2.75E+01,-2.75E+01,2.06,1.18E+00,-2.70E-01,291,,,1.68,2.93,-0.56,18.1,1,q1_q16_tce,6231,158,-199,4.34,0.1,-0.321,1.152,0.66,-0.15,290.7309,43.87009,13.937
6539,8946267,K05588.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.68E-02,-2.68E-02,409.6919,2.81E-02,-2.81E-02,0.3766,0.057,-0.3765,15.9,1.3,-1.3,7.50E+02,7.87E+01,-7.87E+01,2.27,8.60E-01,-1.80E-01,199,,,0.37,0.43,-0.09,13.1,1,q1_q16_tce,5583,157,-147,4.559,0.03,-0.256,0.824,0.313,-0.065,289.3334,45.242641,15.373
6540,8949512,K05589.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,7.96E-03,-7.96E-03,247.6177,1.47E-02,-1.47E-02,0.0963,0.3832,-0.0963,3.182,0.577,-0.577,4.81E+02,8.59E+01,-8.59E+01,2,7.00E-01,-1.70E-01,247,,,0.88,0.9,-0.23,5.4,1,q1_q16_tce,5926,152,-176,4.519,0.035,-0.264,0.913,0.321,-0.078,290.58508,45.22105,14.694
6547,9832379,K05715.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,8.87E-03,-8.87E-03,288.3907,1.96E-02,-1.96E-02,0.1845,0.288,-0.1845,12.46,1.2,-1.2,7.00E+02,8.36E+01,-8.36E+01,1.93,4.60E-01,-1.30E-01,260,,,1.08,0.79,-0.24,11.9,1,q1_q16_tce,5335,169,-143,4.613,0.027,-0.145,0.742,0.174,-0.053,292.38818,46.615101,15.713
6551,10879247,K05838.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,1,0,koi_period,9.61E-03,-9.61E-03,481.2681,1.23E-02,-1.23E-02,0.1559,0.2979,-0.1559,4.763,0.468,-0.468,1.09E+03,1.51E+02,-1.51E+02,2.39,5.10E-01,-1.90E-01,193,,,0.32,0.24,-0.08,7.6,1,q1_q16_tce,5183,206,-164,4.608,0.029,-0.125,0.739,0.158,-0.057,298.26733,48.207458,15.214
6559,8036863,K05465.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.75E-02,-2.75E-02,158.1644,5.50E-02,-5.50E-02,0.5619,0.0512,-0.4509,10.65,2.6,-2.6,1.44E+02,4.84E+01,-4.84E+01,1.12,4.50E-01,-1.20E-01,227,,,0.63,0.76,-0.18,5.7,1,q1_q16_tce,5806,158,-147,4.473,0.07,-0.275,0.901,0.37,-0.096,294.57321,43.898521,13.879
6564,8044083,K05470.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.62E-02,-1.62E-02,273.3259,2.23E-02,-2.23E-02,0.3937,0.0494,-0.3937,4.18,0.786,-0.786,6.37E+02,1.34E+02,-1.34E+02,2.44,7.10E-01,-2.30E-01,223,,,0.59,0.5,-0.16,5.3,1,q1_q16_tce,6089,150,-193,4.495,0.045,-0.227,0.95,0.279,-0.089,296.76855,43.862,15.584
6568,9003126,K05595.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.36E-02,-1.36E-02,324.5074,4.97E-02,-4.97E-02,0.6065,0.0046,-0.5034,10.82,1.5,-1.5,2.55E+02,3.55E+01,-3.55E+01,1.04,8.00E-02,-1.10E-01,196,,,0.35,0.1,-0.1,8.8,1,q1_q16_tce,4285,129,-135,4.63,0.056,-0.024,0.632,0.045,-0.066,283.62271,45.382992,14.487
6593,9012244,K05598.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,6.12E-03,-6.12E-03,267.4192,1.68E-02,-1.68E-02,0.6546,0.2914,-0.4192,4.28,0.871,-0.871,3.82E+02,5.84E+01,-5.84E+01,2.13,7.30E-01,-3.10E-01,274,,,1.33,1.3,-0.48,6.1,1,q1_q16_tce,6074,154,-175,4.369,0.121,-0.242,1.034,0.351,-0.154,287.99823,45.396439,13.797
6596,9024568,K05601.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,3.32E-03,-3.32E-03,135.5509,2.59E-02,-2.59E-02,0.031,0.4615,-0.0307,2.172,0.67,-0.67,2.81E+02,6.35E+01,-6.35E+01,1.3,3.60E-01,-1.00E-01,305,,,2.04,1.72,-0.48,5.7,1,q1_q16_tce,5275,169,-135,4.571,0.029,-0.168,0.792,0.218,-0.061,292.77322,45.371311,14.152
6597,9026007,K05602.01,,FALSE POSITIVE,FALSE POSITIVE,0.313,1,0,0,0,koi_period,9.47E-03,-9.47E-03,434.7531,1.24E-02,-1.24E-02,0.02,0.428,-0.02,5.735,0.381,-0.381,6.81E+02,6.55E+01,-6.55E+01,2.49,4.30E-01,-1.10E-01,240,,,0.79,0.35,-0.11,12.1,1,q1_q17_dr25_tce,5812,70,-87,4.504,0.016,-0.136,0.963,0.169,-0.04,293.29337,45.342541,14.624
6601,9851638,K05725.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.42E-02,-1.42E-02,226.8377,2.70E-02,-2.70E-02,0.1777,0.3011,-0.1774,3.648,0.58,-0.58,1.32E+03,2.40E+02,-2.40E+02,2.23,2.50E-01,-2.00E-01,186,,,0.28,0.12,-0.08,6.5,1,q1_q16_tce,4828,181,-170,4.63,0.06,-0.046,0.63,0.069,-0.058,298.9433,46.679771,15.806
6614,7123614,K05357.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,8.79E-03,-8.79E-03,221.425,1.12E-02,-1.12E-02,0.045,0.4472,-0.0449,2.264,0.487,-0.487,3.48E+02,7.04E+01,-7.04E+01,1.94,9.60E-01,-1.70E-01,244,,,0.83,1.25,-0.22,6,1,q1_q16_tce,6210,165,-190,4.45,0.043,-0.317,1.033,0.517,-0.089,293.55038,42.67226,14.027
6630,9097470,K05613.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.03E-02,-2.03E-02,460.5646,4.27E-02,-4.27E-02,0.1572,0.3143,-0.1572,9.23,1.3,-1.3,6.62E+02,1.06E+02,-1.06E+02,2.41,1.01E+00,-2.10E-01,251,,,0.94,1.16,-0.26,7.9,1,q1_q16_tce,5754,166,-181,4.49,0.046,-0.292,0.946,0.394,-0.084,294.82776,45.469952,15.612
6635,9941136,K05737.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.40E-02,-1.40E-02,392.8316,2.86E-02,-2.86E-02,0.328,0.1504,-0.3279,4.064,0.949,-0.949,1.86E+02,3.62E+01,-3.62E+01,1.32,5.10E-01,-1.40E-01,254,,,0.99,1.12,-0.28,6.3,1,q1_q16_tce,5916,153,-167,4.463,0.06,-0.275,0.96,0.374,-0.099,286.63068,46.843369,13.772
6643,7186436,K05365.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.31E-02,-2.31E-02,248.4981,3.24E-02,-3.24E-02,0.5274,0.0746,-0.4387,13.97,1.4,-1.4,5.65E+02,6.35E+01,-6.35E+01,2.2,9.10E-01,-1.80E-01,207,,,0.43,0.54,-0.11,12.5,1,q1_q16_tce,5779,161,-171,4.526,0.031,-0.298,0.901,0.375,-0.073,287.01953,42.751282,14.644
6644,7189825,K05366.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.42E-02,-1.42E-02,392.483,1.99E-02,-1.99E-02,0.004,0.4514,-0.004,4.269,0.652,-0.652,2.77E+02,4.51E+01,-4.51E+01,1.26,4.80E-01,-1.10E-01,191,,,0.31,0.36,-0.08,7.2,1,q1_q16_tce,5503,176,-143,4.557,0.049,-0.221,0.764,0.291,-0.066,288.41675,42.7136,13.873
6648,8229361,K05489.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.50E-02,-1.50E-02,261.4078,2.56E-02,-2.56E-02,0.2421,0.1945,-0.2421,9.541,0.816,-0.816,3.48E+02,4.20E+01,-4.20E+01,2.03,1.10E+00,-2.10E-01,284,,,1.53,2.47,-0.44,12.1,1,q1_q16_tce,6295,155,-199,4.401,0.066,-0.322,1.08,0.581,-0.111,290.39822,44.17038,13.84
6649,8241258,K05491.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.04E-02,-2.04E-02,257.1738,2.61E-02,-2.61E-02,0.1548,0.2947,-0.1546,10.76,1.4,-1.4,3.72E+02,5.31E+01,-5.31E+01,1.79,6.60E-01,-1.60E-01,235,,,0.72,0.76,-0.19,9.1,1,q1_q16_tce,6072,148,-180,4.51,0.04,-0.278,0.923,0.342,-0.081,294.59424,44.110592,14.382
6650,8241736,K05492.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.51E-02,-1.51E-02,233.4248,3.21E-02,-3.21E-02,0.1772,0.2802,-0.1767,14.903,0.614,-0.614,5.82E+02,4.41E+01,-4.41E+01,1.86,4.80E-01,-1.90E-01,214,,,0.5,0.4,-0.14,18,1,q1_q16_tce,5255,173,-138,4.527,0.065,-0.196,0.783,0.203,-0.079,294.74133,44.131809,14.697
6660,9137257,K05621.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.84E-03,-2.84E-03,231.5017,1.82E-02,-1.82E-02,0.3694,0.1129,-0.3692,3.724,0.604,-0.604,2.43E+02,4.51E+01,-4.51E+01,1.1,2.47E+00,-1.10E-01,296,,,1.82,19.61,-0.49,6.7,1,q1_q16_tce,5083,147,-129,4.569,0.066,-0.941,0.71,1.592,-0.07,283.03592,45.577709,14.259
6661,9953491,K05741.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.79E-02,-1.79E-02,154.1605,3.61E-02,-3.61E-02,0.524,0.4427,-0.3103,14.02,1,-1,8.86E+02,8.98E+01,-8.98E+01,2.12,4.20E-01,-1.50E-01,203,,,0.41,0.25,-0.09,13.5,1,q1_q16_tce,5271,173,-140,4.636,0.028,-0.117,0.698,0.137,-0.048,292.75555,46.81184,15.766
6681,8294683,K05499.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.19E-02,-1.19E-02,178.4735,7.75E-02,-7.75E-02,0.3468,0.1077,-0.3467,22.37,2.4,-2.4,3.19E+02,4.58E+01,-4.58E+01,1.19,1.50E-01,-1.10E-01,279,,,1.43,0.68,-0.4,7.6,1,q1_q16_tce,5003,187,-166,4.602,0.058,-0.057,0.669,0.087,-0.061,290.01547,44.205582,15.443
6691,9994381,K05749.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,4.67E-03,-4.67E-03,231.2826,1.26E-02,-1.26E-02,0.6164,0.0113,-0.5004,2.756,0.361,-0.361,1.04E+03,1.52E+02,-1.52E+02,2.31,3.20E-01,-1.70E-01,204,,,0.41,0.19,-0.09,7.6,1,q1_q16_tce,4864,150,-130,4.628,0.031,-0.073,0.692,0.093,-0.053,282.93451,46.994869,15.399
6697,10007916,K05755.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.20E-02,-1.20E-02,211.0496,1.82E-02,-1.82E-02,0.0576,0.3935,-0.0576,11.701,0.798,-0.798,3.71E+02,4.72E+01,-4.72E+01,1.49,3.30E-01,-1.20E-01,210,,,0.46,0.31,-0.11,10.1,1,q1_q16_tce,5354,161,-144,4.587,0.027,-0.147,0.788,0.177,-0.061,290.23773,46.980042,14.829
6709,8351919,K05505.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.66E-02,-2.66E-02,191.0744,5.53E-02,-5.53E-02,0.083,0.3675,-0.0829,17.57,1.9,-1.9,3.54E+02,3.57E+01,-3.57E+01,1.44,2.70E-01,-1.10E-01,216,,,0.52,0.32,-0.12,10.6,1,q1_q16_tce,5196,183,-154,4.586,0.026,-0.125,0.784,0.147,-0.057,285.75095,44.356979,14.458
6727,10096697,K05763.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,5.31E-03,-5.31E-03,293.2441,1.48E-02,-1.48E-02,0.504,0.4851,-0.2889,3.064,0.707,-0.707,2.87E+02,6.40E+01,-6.40E+01,1.59,6.60E-01,-2.10E-01,310,,,2.18,2.7,-0.69,5.8,1,q1_q16_tce,5727,167,-138,4.43,0.108,-0.266,0.918,0.379,-0.122,299.02518,47.079071,13.955
6728,10098540,K05764.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.67E-02,-1.67E-02,373.7304,3.98E-02,-3.98E-02,0.3591,0.1081,-0.359,10.43,1.6,-1.6,1.04E+03,1.70E+02,-1.70E+02,2.03,1.60E-01,-2.00E-01,180,,,0.25,0.08,-0.07,9.8,1,q1_q16_tce,4368,131,-128,4.624,0.055,-0.025,0.637,0.049,-0.064,299.58463,47.000771,15.45
6731,7386200,K05386.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.93E-02,-2.93E-02,369.5923,4.26E-02,-4.26E-02,0.1538,0.2953,-0.1538,17.22,1.8,-1.8,4.02E+02,4.30E+01,-4.30E+01,1.91,7.10E-01,-2.30E-01,225,,,0.61,0.68,-0.19,11.7,1,q1_q16_tce,6025,165,-181,4.448,0.078,-0.268,0.949,0.356,-0.111,297.88852,42.993031,14.693
6733,7416646,K05389.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,6.53E-03,-6.53E-03,278.581,1.32E-02,-1.32E-02,0.6206,0.2197,-0.3689,1.218,0.47,-0.47,3.01E+02,7.06E+01,-7.06E+01,1.73,9.10E-01,-2.50E-01,241,,,0.8,1.28,-0.28,4.7,1,q1_q16_tce,5420,160,-139,4.396,0.135,-0.334,0.953,0.501,-0.139,280.72287,43.065472,12.962
6735,7456380,K05391.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.93E-02,-1.93E-02,434.378,3.68E-02,-3.68E-02,0.3411,0.1381,-0.3245,5.06,1.1,-1.1,4.27E+02,8.16E+01,-8.16E+01,1.55,4.50E-01,-1.30E-01,215,,,0.51,0.45,-0.13,6.4,1,q1_q16_tce,5401,178,-148,4.569,0.046,-0.162,0.749,0.217,-0.064,295.06079,43.058811,14.598
6748,9220614,K05643.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.44E-02,-1.44E-02,375.0523,1.75E-02,-1.75E-02,0.1946,0.2543,-0.1942,3.52,0.616,-0.616,4.29E+02,8.29E+01,-8.29E+01,1.62,4.40E-01,-1.20E-01,190,,,0.31,0.25,-0.07,6.8,1,q1_q16_tce,5496,151,-143,4.579,0.029,-0.172,0.79,0.215,-0.06,292.79358,45.687859,14.441
6760,7516073,K05395.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,4.06E-02,-4.06E-02,226.686,5.15E-02,-5.15E-02,0.057,0.413,-0.056,15.26,1.6,-1.6,1.73E+02,1.94E+01,-1.94E+01,1.81,4.60E-01,-5.60E-01,254,,,0.99,0.76,-0.58,9.9,1,q1_q17_dr25_tce,5786,173,-190,4.155,0.293,-0.158,1.388,0.353,-0.431,287.96262,43.132195,13.17
