planet_id,target_id,kepler_object_Name,planet_name,planet_status,preliminary_status,confidence_score,flag_not_transit_like,flag_stellar_Eclipse,flag_centroid_offset,flag_Ephemeris_match,orbital_period_days,orbital_period_upper_err1,orbital_period_lower_err2,tansit_Epoch_time,transit_time_upper_err1,transit_time_lower_err2,impact_parameter,impact_upper_err1,impact_lower_err2,transit_duration_hours,transit_duration_upper_err1,transit_duration_lower_err2,transit_depth_ppm,transit_depth_upper_err1,transit_depth_lower_err2,planet_size_earths,planet_size_earths_err1,planet_size_earths_err2,planet_temperature_k_elvin,planet_temperature_k_elvin_err1,planet_temperature_k_elvin_err2,insolation_flux_earths,insolation_upper_err1,insolation_lower_err2,signal _to_noise_ratio,TEC_planet_number,tce_delivery_name,star_temperature_kelvi n,star_temperature_kelvi n_err1,star_temperature_kelvi n_err2,star_gravity_logg,star_gravity_upper_err1,star_gravity_lower_err2,star_size_suns,star_size_upper_err1,star_size_lower_err2,sky_right_ascension,sky_declination,kepler_magnitude_brightness
7731,4567118,K06425.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,4.22E-02,-4.22E-02,189.5977,5.77E-02,-5.77E-02,0.3485,0.0982,-0.3485,18.36,3.3,-3.3,2.45E+02,3.71E+01,-3.71E+01,1.5,5.70E-01,-1.90E-01,231,,,0.68,0.76,-0.22,8.7,1,q1_q17_dr24_tce,5942,165,-161,4.432,0.093,-0.093,0.947,0.361,-0.119,293.23929,39.691681,14.163
7733,4575824,K06428.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,koi_period,2.75E-02,-2.75E-02,239.8779,4.10E-02,-4.10E-02,0.4544,0.0051,-0.4542,16.13,1.3,-1.3,2.95E+02,3.97E+01,-3.97E+01,1.56,6.40E-01,-1.50E-01,201,,,0.38,0.48,-0.09,8.6,1,q1_q17_dr24_tce,5689,156,-144,4.493,0.054,-0.054,0.894,0.369,-0.084,295.34366,39.609322,14.358
7749,7090801,K06817.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,7.38E-02,-7.38E-02,367.3828,7.20E-02,-7.20E-02,0.1531,0.3087,-0.1527,17.66,3.8,-3.8,5.60E+02,1.04E+02,-1.04E+02,2.35,0.00E+00,0.00E+00,222,,,0.58,0,0,7.4,1,q1_q17_dr24_tce,5780,,,4.438,,,1,,,280.96588,42.623707,9.233
7771,8557246,K07895.01,,FALSE POSITIVE,FALSE POSITIVE,0.041,1,0,0,0,koi_period,1.93E-02,-1.93E-02,220.3739,8.38E-02,-8.38E-02,0.327,0.138,-0.327,10.69,2.4,-2.4,4.34E+02,7.28E+01,-7.28E+01,2.02,6.80E-01,-2.20E-01,302,,,1.97,2.05,-0.67,6.9,2,q1_q17_dr25_tce,6168,219,-263,4.488,0.054,-0.216,0.96,0.32,-0.107,290.7782,44.61866,15.884
7906,4832273,K06455.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.27E-02,-4.27E-02,205.619,4.16E-02,-4.16E-02,0.0805,0.3611,-0.0805,12.43,1.9,-1.9,3.07E+02,3.98E+01,-3.98E+01,1.83,7.90E-01,-2.00E-01,254,,,0.99,1.27,-0.3,10.3,1,q1_q17_dr24_tce,6316,165,-206,4.413,0.069,-0.069,1.036,0.451,-0.111,290.76251,39.910648,14.131
7934,9821428,K07235.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.51E-02,-3.51E-02,360.3939,4.94E-02,-4.94E-02,0.1196,0.3187,-0.1196,15.39,2.7,-2.7,2.31E+02,3.43E+01,-3.43E+01,1.15,3.80E-01,-8.00E-02,237,,,0.75,0.75,-0.16,8.6,1,q1_q17_dr24_tce,5606,166,-141,4.597,0.029,-0.029,0.76,0.254,-0.053,287.02615,46.686291,14.713
8074,2853828,K02896.02,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.04E-02,-2.04E-02,365.2864,3.50E-02,-3.50E-02,0.45,0.0091,-0.4326,14.94,1.1,-1.1,1.48E+02,1.33E+01,-1.33E+01,1.57,9.80E-01,-2.70E-01,314,,,2.3,4.42,-0.9,14.3,2,q1_q17_dr24_tce,6327,160,-202,4.276,0.131,-0.131,1.259,0.788,-0.212,291.74017,38.014912,11.899
8081,3548622,K06343.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,3.28E-02,-3.28E-02,143.4648,4.90E-02,-4.90E-02,0.001,0.453,-0.001,9.63,2.3,-2.3,4.25E+02,6.07E+01,-6.07E+01,1.96,5.90E-01,-2.00E-01,225,,,0.61,0.56,-0.18,8.2,1,q1_q17_dr25_tce,6117,182,-200,4.496,0.05,-0.213,0.947,0.288,-0.096,292.47549,38.691311,14.542
8088,8308516,K07880.01,,CANDIDATE,CANDIDATE,0.113,0,0,0,0,koi_period,1.16E-02,-1.16E-02,303.3588,1.25E-02,-1.25E-02,0.003,0.456,-0.003,6.688,0.488,-0.488,2.51E+02,2.77E+01,-2.77E+01,1.81,4.80E-01,-2.60E-01,258,,,1.05,0.8,-0.37,10.2,2,q1_q17_dr25_tce,6626,158,-217,4.347,0.112,-0.182,1.132,0.298,-0.161,294.95258,44.207909,13.379
8100,6590726,K06734.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.23E-02,-3.23E-02,146.1528,4.97E-02,-4.97E-02,0.0481,0.425,-0.0479,8.92,1.6,-1.6,5.34E+02,1.04E+02,-1.04E+02,2.12,8.40E-01,-1.70E-01,214,,,0.5,0.6,-0.13,6.6,2,q1_q17_dr24_tce,5618,180,-183,4.514,0.034,-0.034,0.932,0.369,-0.073,286.60938,42.063229,15.477
8173,9150870,K07136.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,4.75E-02,-4.75E-02,374.0092,4.73E-02,-4.73E-02,0.3151,0.1376,-0.315,14.82,2.9,-2.9,7.02E+02,1.10E+02,-1.10E+02,2.27,8.60E-01,-1.70E-01,217,,,0.52,0.6,-0.12,11.5,1,q1_q17_dr24_tce,5610,171,-162,4.551,0.027,-0.027,0.858,0.326,-0.064,290.30801,45.598412,15.632
8193,9730163,K02704.03,Kepler-445 d,CONFIRMED,CANDIDATE,,0,0,0,0,koi_period,6.59E-05,-6.59E-05,134.19046,7.92E-03,-7.92E-03,0.461,0.0838,-0.4086,1.746,0.24,-0.24,1.65E+04,2.31E+03,-2.31E+03,2.44,1.62E+00,-7.00E-01,305,,,2.03,4.47,-1.06,9.2,3,q1_q17_dr24_tce,3327,125,-58,5.113,0.14,-0.14,0.189,0.125,-0.054,298.73611,46.498634,17.475
8262,9655792,K07605.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.74E-02,-1.74E-02,241.6495,1.99E-02,-1.99E-02,0.3597,0.0717,-0.3594,12.74,0.798,-0.798,4.62E+02,4.75E+01,-4.75E+01,2.03,7.70E-01,-1.80E-01,217,,,0.53,0.58,-0.15,11.5,1,q1_q17_dr24_tce,6003,153,-193,4.507,0.04,-0.04,0.932,0.356,-0.083,294.4686,46.34129,14.839
8271,12253534,K07619.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,3.21E-02,-3.21E-02,166.4321,9.90E-02,-9.90E-02,0.0964,0.3697,-0.0964,23.69,2.4,-2.4,1.80E+02,1.50E+01,-1.50E+01,2.13,1.07E+00,-6.30E-01,305,,,2.05,3.04,-1.15,14.1,1,q1_q17_dr24_tce,6098,153,-185,4.097,0.253,-0.253,1.59,0.792,-0.469,288.66644,50.982529,12.159
8295,4862924,K07554.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.13E-02,-3.13E-02,314.0653,3.87E-02,-3.87E-02,0.1786,0.2704,-0.1786,12.86,1.3,-1.3,3.24E+02,4.61E+01,-4.61E+01,1.98,1.02E+00,-2.10E-01,263,,,1.12,1.72,-0.34,8.1,1,q1_q17_dr24_tce,6315,167,-217,4.389,0.071,-0.071,1.095,0.558,-0.117,298.27673,39.903851,14.519
8324,8297319,K07591.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.35E-02,-1.35E-02,144.0773,3.61E-02,-3.61E-02,0.1169,0.353,-0.1168,13.53,1.3,-1.3,3.99E+02,5.14E+01,-5.14E+01,1.3,1.80E-01,-1.00E-01,193,,,0.33,0.17,-0.08,8.2,1,q1_q17_dr24_tce,4906,182,-164,4.648,0.032,-0.032,0.668,0.095,-0.052,290.90695,44.291779,14.937
8342,8652997,K05554.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,3.13E-02,-3.13E-02,385.738,6.61E-02,-6.61E-02,0.5664,0.0065,-0.5054,14.29,2.7,-2.7,5.25E+01,1.02E+01,-1.02E+01,0.96,3.30E-01,-2.40E-01,312,,,2.25,2.21,-1.11,14.6,1,q1_q16_tce,6113,153,-159,4.168,0.253,-0.211,1.277,0.434,-0.317,300.39194,44.78532,11.189
8343,8676061,K05558.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.91E-02,-1.91E-02,243.23,4.04E-02,-4.04E-02,0.1377,0.3201,-0.1377,6.56,1.9,-1.9,4.44E+02,8.81E+01,-8.81E+01,2.18,9.60E-01,-1.90E-01,260,,,1.09,1.42,-0.29,7.3,1,q1_q16_tce,6225,164,-187,4.45,0.043,-0.289,1.031,0.455,-0.089,285.75574,44.85244,15.26
8348,5184911,K02719.02,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,koi_period,2.61E-03,-2.61E-03,132.2417,2.16E-02,-2.16E-02,0.209,0.243,-0.209,6.101,0.849,-0.849,3.54E+02,5.53E+01,-5.53E+01,1.5,1.00E-01,-1.60E-01,303,,,1.99,0.53,-0.58,7.7,2,q1_q17_dr25_tce,4827,129,-144,4.508,0.084,-0.07,0.823,0.056,-0.086,291.18497,40.311211,15.141
8350,10122538,K02926.04,Kepler-1388 e,CONFIRMED,CANDIDATE,1,0,0,0,0,koi_period,7.79E-04,-7.79E-04,158.8156,2.38E-02,-2.38E-02,0.338,0.135,-0.338,4.49,0.221,-0.221,1.66E+03,9.80E+01,-9.80E+01,2.25,1.40E-01,-1.00E-01,299,,,1.88,0.4,-0.31,18.6,4,q1_q17_dr25_tce,3891,70,-86,4.718,0.018,-0.042,0.564,0.035,-0.026,283.33606,47.174541,16.279
8390,8757213,K07911.01,,FALSE POSITIVE,FALSE POSITIVE,0.078,1,0,0,0,koi_period,4.56E-02,-4.56E-02,301.5126,9.24E-02,-9.24E-02,0.329,0.132,-0.329,13.75,2.7,-2.7,3.98E+02,1.14E+02,-1.14E+02,2.22,7.80E-01,-2.60E-01,292,,,1.72,1.82,-0.59,6.9,1,q1_q17_dr25_tce,6268,195,-260,4.429,0.054,-0.229,1.1,0.384,-0.128,293.2709,44.919102,15.619
8423,10586619,K07345.01,,CANDIDATE,CANDIDATE,0.902,0,0,0,0,koi_period,8.77E-03,-8.77E-03,278.8375,1.64E-02,-1.64E-02,0.033,0.426,-0.033,11.98,0.595,-0.595,5.41E+02,4.60E+01,-4.60E+01,2.16,3.20E-01,-1.00E-01,242,,,0.81,0.31,-0.11,13.9,1,q1_q17_dr25_tce,5751,78,-78,4.508,0.021,-0.119,0.94,0.138,-0.043,285.6409,47.81105,15.044
8522,8971044,K05592.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.01E-02,-2.01E-02,276.2043,2.84E-02,-2.84E-02,0.0846,0.3641,-0.0844,14.791,0.961,-0.961,5.73E+02,5.93E+01,-5.93E+01,2.3,7.50E-01,-2.00E-01,242,,,0.8,0.76,-0.21,10.3,1,q1_q16_tce,6168,158,-187,4.488,0.044,-0.243,0.96,0.312,-0.086,297.48312,45.291142,15.054
8555,9153246,K05627.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,8.91E-03,-8.91E-03,221.2717,1.85E-02,-1.85E-02,0.1207,0.3985,-0.1207,2.562,0.742,-0.742,2.92E+02,8.24E+01,-8.24E+01,1.35,5.40E-01,-1.00E-01,257,,,1.03,1.24,-0.23,5.2,1,q1_q16_tce,5578,161,-137,4.578,0.029,-0.263,0.794,0.321,-0.059,291.27625,45.568192,14.43
8556,8352009,K05506.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,2.04E-02,-2.04E-02,170.8404,2.75E-02,-2.75E-02,0.3218,0.1159,-0.3217,16.762,0.939,-0.939,2.37E+02,2.32E+01,-2.32E+01,1.61,8.00E-01,-1.40E-01,230,,,0.66,0.97,-0.18,10.6,1,q1_q16_tce,6277,168,-204,4.449,0.044,-0.314,1.031,0.511,-0.089,285.79572,44.35051,14.152
8568,9657636,K07219.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.29E-02,-2.29E-02,278.392,3.44E-02,-3.44E-02,0.3252,0.1405,-0.325,11.06,1.7,-1.7,7.52E+01,1.10E+01,-1.10E+01,1.07,3.40E-01,-2.50E-01,266,,,1.19,1.1,-0.56,11.2,1,q1_q17_dr24_tce,6099,159,-152,4.204,0.238,-0.238,1.212,0.386,-0.283,295.19278,46.37188,11.253
8586,10132908,K05767.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.26E-02,-1.26E-02,221.2945,2.36E-02,-2.36E-02,0.2307,0.2537,-0.2306,3.305,0.76,-0.76,3.81E+02,9.49E+01,-9.49E+01,1.89,7.00E-01,-1.90E-01,259,,,1.06,1.22,-0.34,5.8,1,q1_q16_tce,6137,212,-276,4.487,0.049,-0.269,0.963,0.354,-0.097,288.50931,47.120701,14.79
8594,9674320,K07223.01,,CANDIDATE,CANDIDATE,0.947,0,0,0,0,koi_period,2.43E-03,-2.43E-03,297.8371,1.09E-02,-1.09E-02,0.673,0.269,-0.445,7.438,0.65,-0.65,4.43E+02,4.38E+01,-4.38E+01,1.59,2.70E-01,-1.20E-01,218,,,0.54,0.29,-0.13,9.8,1,q1_q17_dr25_tce,5366,160,-144,4.625,0.032,-0.104,0.715,0.122,-0.052,300.34525,46.339882,14.634
8609,12504353,K07537.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.34E-02,-4.34E-02,556.5161,2.95E-02,-2.95E-02,0.1119,0.3643,-0.1119,17.88,1.5,-1.5,5.48E+02,6.65E+01,-6.65E+01,2.44,1.21E+00,-2.30E-01,246,,,0.87,1.28,-0.24,9.4,1,q1_q17_dr24_tce,6184,149,-204,4.448,0.046,-0.046,1.038,0.517,-0.096,287.86331,51.488522,15.166
8642,8120820,K06971.01,,CANDIDATE,CANDIDATE,0.358,0,0,0,0,koi_period,2.68E-03,-2.68E-03,255.1859,1.18E-02,-1.18E-02,0.867,0.087,-0.66,7.272,0.415,-0.415,4.45E+02,4.22E+01,-4.22E+01,2.01,8.00E-02,-1.30E-01,288,,,1.63,0.25,-0.3,12,1,q1_q17_dr25_tce,4934,81,-81,4.515,0.067,-0.022,0.809,0.031,-0.054,298.70001,43.97649,14.784
8658,8880317,K07915.01,,CANDIDATE,CANDIDATE,0.324,0,0,0,0,koi_period,1.10E-01,-1.10E-01,372.8314,8.88E-02,-8.88E-02,0.042,0.416,-0.042,11.7,10.4,-10.4,2.98E+02,3.67E+01,-3.67E+01,2.15,6.50E-01,-4.30E-01,305,,,2.05,1.81,-0.91,10.5,1,q1_q17_dr25_tce,6337,176,-220,4.261,0.175,-0.175,1.239,0.371,-0.247,289.92197,45.10392,13.678
8660,2163226,K04933.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,5.41E-02,-5.41E-02,460.4884,5.07E-02,-5.07E-02,0.1063,0.3973,-0.1063,12.69,4.2,-4.2,4.64E+02,1.91E+02,-1.91E+02,2.08,8.00E-01,-2.30E-01,254,,,0.99,1.13,-0.31,6.2,1,q1_q16_tce,6276,181,-214,4.456,0.066,-0.281,0.956,0.37,-0.103,292.10245,37.56691,15.107
8668,6209225,K06676.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,1.35E-02,-1.35E-02,523.3139,2.00E-02,-2.00E-02,0.2863,0.1998,-0.2862,9.392,0.601,-0.601,3.42E+02,3.35E+01,-3.35E+01,1.81,6.20E-01,-1.70E-01,266,,,1.18,1.17,-0.32,10.3,1,q1_q17_dr24_tce,6553,161,-206,4.479,0.048,-0.048,0.962,0.331,-0.088,293.16168,41.538158,13.993
8737,11145391,K05871.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,1.42E-02,-1.42E-02,274.3089,1.78E-02,-1.78E-02,0.0831,0.3252,-0.083,14.448,0.652,-0.652,6.03E+02,4.67E+01,-4.67E+01,2.04,9.00E-01,-2.10E-01,196,,,0.35,0.47,-0.1,15.8,1,q1_q16_tce,5600,180,-145,4.496,0.071,-0.275,0.839,0.368,-0.089,295.4769,48.765079,14.645
8794,3459529,K04984.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.01E-03,-4.01E-03,299.729,1.82E-02,-1.82E-02,0.6598,0.0713,-0.4814,4.747,0.796,-0.796,1.49E+03,2.33E+02,-2.33E+02,2.45,2.70E-01,-2.00E-01,202,,,0.4,0.16,-0.11,9.2,1,q1_q16_tce,4691,173,-157,4.673,0.042,-0.055,0.604,0.066,-0.048,295.27454,38.564781,15.267
8795,3548645,K04991.01,,CANDIDATE,CANDIDATE,,0,0,0,0,koi_period,7.47E-03,-7.47E-03,244.953,3.39E-02,-3.39E-02,0.055,0.4073,-0.0549,4.66,1.2,-1.2,5.31E+02,1.03E+02,-1.03E+02,2.09,7.00E-01,-1.80E-01,300,,,1.92,1.9,-0.54,7.5,1,q1_q16_tce,5941,172,-213,4.519,0.036,-0.25,0.911,0.303,-0.08,292.4809,38.654121,15.27
8797,3730176,K05002.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.03E-02,-2.03E-02,368.4202,1.47E-02,-1.47E-02,0.0814,0.3941,-0.0813,5.351,0.987,-0.987,1.39E+02,3.93E+01,-3.93E+01,1.39,8.20E-01,-1.90E-01,286,,,1.59,2.79,-0.55,6.9,1,q1_q16_tce,6224,149,-183,4.321,0.11,-0.32,1.177,0.687,-0.165,285.8573,38.820068,12.796
8826,6281127,K05256.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.91E-02,-2.91E-02,289.5538,2.44E-02,-2.44E-02,0.3168,0.1449,-0.3167,15.474,0.933,-0.933,3.27E+02,3.67E+01,-3.67E+01,1.77,7.00E-01,-1.90E-01,231,,,0.67,0.78,-0.2,11,1,q1_q16_tce,6214,166,-197,4.457,0.061,-0.286,0.965,0.383,-0.1,290.47375,41.627548,14.514
8847,4950341,K06482.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,3.09E-02,-3.09E-02,134.3101,3.82E-02,-3.82E-02,0.2171,0.2377,-0.217,15.22,1.3,-1.3,2.70E+02,3.10E+01,-3.10E+01,1.53,5.90E-01,-1.30E-01,215,,,0.51,0.56,-0.13,12.2,1,q1_q17_dr24_tce,6032,146,-177,4.508,0.039,-0.039,0.929,0.354,-0.081,298.16547,40.005249,13.604
8890,7499571,K06883.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,2.65E-02,-2.65E-02,375.228,3.38E-02,-3.38E-02,0.1083,0.3601,-0.1082,12.81,1.9,-1.9,5.34E+02,8.18E+01,-8.18E+01,1.92,7.40E-01,-1.50E-01,205,,,0.42,0.48,-0.1,7.8,1,q1_q17_dr24_tce,5695,152,-148,4.556,0.03,-0.03,0.839,0.322,-0.066,280.46259,43.142052,14.931
8892,8547213,K05536.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,3.04E-02,-3.04E-02,371.411,4.61E-02,-4.61E-02,0.4505,0.074,-0.4188,12.48,1.4,-1.4,5.00E+02,5.48E+01,-5.48E+01,1.85,8.40E-01,-1.50E-01,226,,,0.62,0.85,-0.15,12,1,q1_q16_tce,5701,165,-142,4.558,0.035,-0.295,0.815,0.368,-0.066,286.11234,44.657581,15.033
8904,8158324,K06981.01,,FALSE POSITIVE,FALSE POSITIVE,,1,0,0,0,koi_period,4.60E-02,-4.60E-02,333.732,1.01E-01,-1.01E-01,0.6192,0.0779,-0.4432,25.65,5.5,-5.5,2.27E+02,5.63E+01,-5.63E+01,1.63,5.80E-01,-2.20E-01,234,,,0.71,0.75,-0.23,7.1,1,q1_q17_dr24_tce,6103,163,-186,4.391,0.096,-0.096,1.03,0.371,-0.135,289.18787,44.006969,14.733
8935,10253977,K08201.01,,CANDIDATE,CANDIDATE,0.216,0,0,0,0,koi_period,8.91E-03,-8.91E-03,496.9922,1.43E-02,-1.43E-02,0.713,0.244,-0.494,3.21,0.482,-0.482,7.79E+02,1.24E+02,-1.24E+02,2.25,3.40E-01,-2.00E-01,204,,,0.41,0.2,-0.1,7.8,1,q1_q17_dr25_tce,5307,159,-143,4.605,0.032,-0.097,0.753,0.112,-0.069,281.87015,47.394989,14.382
8964,10214341,K07992.01,,CANDIDATE,CANDIDATE,0.126,0,0,0,0,koi_period,1.59E-02,-1.59E-02,400.4719,4.40E-02,-4.40E-02,0.662,0.307,-0.452,9.67,1.6,-1.6,3.21E+02,5.32E+01,-5.32E+01,1.84,5.60E-01,-1.80E-01,307,,,2.09,1.81,-0.61,8.7,1,q1_q17_dr25_tce,6461,155,-213,4.474,0.052,-0.208,0.971,0.294,-0.098,294.38254,47.205769,14.635
8969,5305225,K08100.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,koi_period,2.00E-02,-2.00E-02,350.3646,4.09E-02,-4.09E-02,0.912,0.004,-0.64,20.688,0.992,-0.992,3.50E+02,2.84E+01,-2.84E+01,2.11,5.80E-01,-2.50E-01,257,,,1.03,0.82,-0.32,13.7,1,q1_q17_dr25_tce,5708,152,-169,4.465,0.078,-0.182,0.933,0.254,-0.109,298.89359,40.437752,14.013
8970,5598216,K08101.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,3.76E-02,-3.76E-02,186.6688,4.94E-02,-4.94E-02,0.246,0.223,-0.246,16.78,3.1,-3.1,3.83E+02,4.26E+01,-4.26E+01,2.19,6.20E-01,-5.50E-01,279,,,1.44,1.18,-0.72,10.3,2,q1_q17_dr25_tce,5846,158,-158,4.258,0.276,-0.184,1.116,0.314,-0.283,283.56866,40.865761,13.683
8974,10404545,K08207.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,1.71E-02,-1.71E-02,184.81,1.95E-02,-1.95E-02,0.01,0.504,-0.01,16.97,1.1,-1.1,1.36E+03,9.88E+01,-9.88E+01,2.5,3.30E-01,-1.90E-01,202,,,0.39,0.18,-0.09,16.4,1,q1_q17_dr25_tce,5188,153,-153,4.642,0.033,-0.083,0.69,0.093,-0.053,291.75497,47.549332,15.901
8990,9278575,K07932.01,,CANDIDATE,CANDIDATE,0.23,0,0,0,0,koi_period,4.20E-02,-4.20E-02,162.5842,7.60E-02,-7.60E-02,0.05,0.403,-0.05,14.84,1.7,-1.7,1.53E+02,2.43E+01,-2.43E+01,1.03,2.20E-01,-1.50E-01,215,,,0.51,0.33,-0.18,8.1,1,q1_q17_dr25_tce,5637,169,-152,4.46,0.135,-0.165,0.833,0.18,-0.12,290.89395,45.71664,13.339
9001,10331279,K08000.01,,CANDIDATE,CANDIDATE,0.975,0,0,0,0,koi_period,1.87E-02,-1.87E-02,224.2023,7.72E-02,-7.72E-02,0.817,0.024,-0.568,19.46,2.3,-2.3,3.80E+02,4.21E+01,-4.21E+01,1.7,4.30E-01,-1.40E-01,267,,,1.2,0.9,-0.3,11.6,1,q1_q17_dr25_tce,5663,169,-152,4.579,0.04,-0.16,0.782,0.194,-0.065,288.27457,47.495781,15.306
9002,10338529,K08002.01,,FALSE POSITIVE,FALSE POSITIVE,0.087,1,0,0,0,koi_period,1.90E-02,-1.90E-02,308.3136,3.76E-02,-3.76E-02,0.663,0.284,-0.439,12.446,0.874,-0.874,4.19E+02,5.49E+01,-5.49E+01,2.35,7.50E-01,-3.80E-01,281,,,1.48,1.44,-0.57,9.1,1,q1_q17_dr25_tce,6136,190,-212,4.368,0.108,-0.201,1.087,0.347,-0.174,291.46838,47.4674,15.216
9005,5709226,K08104.01,,FALSE POSITIVE,FALSE POSITIVE,0.05,1,0,0,0,koi_period,1.13E-02,-1.13E-02,393.0306,2.12E-02,-2.12E-02,0.405,0.042,-0.405,7.28,1.1,-1.1,7.19E+02,1.18E+02,-1.18E+02,2.22,5.80E-01,-2.00E-01,241,,,0.79,0.64,-0.2,8.4,1,q1_q17_dr25_tce,5665,169,-169,4.568,0.031,-0.178,0.82,0.216,-0.072,292.96835,40.954239,15.181
9007,5791705,K08106.01,,FALSE POSITIVE,FALSE POSITIVE,0.217,1,0,0,0,koi_period,1.69E-02,-1.69E-02,332.5045,2.08E-02,-2.08E-02,0.11,0.356,-0.11,9.312,0.856,-0.856,2.89E+02,3.43E+01,-3.43E+01,2.43,4.50E-01,-4.40E-01,269,,,1.24,0.58,-0.45,10.2,1,q1_q17_dr25_tce,6228,74,-80,4.193,0.149,-0.122,1.427,0.262,-0.262,292.06931,41.042858,13.541
9008,5802205,K08107.01,,CANDIDATE,CANDIDATE,0.381,0,0,0,0,koi_period,2.20E-02,-2.20E-02,219.2878,2.30E-02,-2.30E-02,0.24,0.212,-0.24,18.521,0.959,-0.959,7.68E+01,5.80E+00,-5.80E+00,1.69,4.50E-01,-6.70E-01,315,,,2.32,1.88,-1.6,15.1,1,q1_q17_dr25_tce,6180,195,-238,3.946,0.405,-0.135,1.917,0.507,-0.76,295.08749,41.037395,11.402
9024,3644631,K07659.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,koi_period,3.62E-02,-3.62E-02,295.9933,5.83E-02,-5.83E-02,0.424,0.026,-0.424,23.49,2,-2,6.71E+02,6.70E+01,-6.70E+01,2.37,7.20E-01,-2.30E-01,242,,,0.81,0.73,-0.23,12.1,1,q1_q17_dr25_tce,5743,156,-190,4.527,0.048,-0.204,0.904,0.275,-0.086,291.19559,38.788078,15.389
9038,5955197,K08111.01,,CANDIDATE,CANDIDATE,0.223,0,0,0,0,koi_period,1.17E-02,-1.17E-02,152.5082,3.09E-02,-3.09E-02,0.176,0.279,-0.176,18.566,0.908,-0.908,9.78E+02,7.17E+01,-7.17E+01,2.33,3.10E-01,-2.90E-01,216,,,0.52,0.26,-0.17,15.8,1,q1_q17_dr25_tce,5316,204,-186,4.539,0.085,-0.076,0.753,0.102,-0.092,290.14304,41.27755,15.825
9039,5955427,K08112.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,koi_period,6.63E-03,-6.63E-03,309.9395,2.79E-02,-2.79E-02,0.214,0.241,-0.214,15.396,0.839,-0.839,6.97E+02,6.21E+01,-6.21E+01,1.91,8.00E-02,-1.60E-01,221,,,0.56,0.13,-0.14,12.9,1,q1_q17_dr25_tce,4594,138,-138,4.557,0.06,-0.02,0.752,0.031,-0.062,290.2196,41.246811,15.599
9043,6105359,K08116.01,,FALSE POSITIVE,FALSE POSITIVE,0.253,1,0,0,0,koi_period,8.23E-03,-8.23E-03,191.2774,2.24E-02,-2.24E-02,0.005,0.453,-0.005,8.93,0.825,-0.825,2.99E+02,3.59E+01,-3.59E+01,2.13,5.50E-01,-5.50E-01,316,,,2.36,1.84,-1.21,9.2,1,q1_q17_dr25_tce,5533,166,-166,4.244,0.22,-0.16,1.255,0.325,-0.325,284.93216,41.45401,14.489
